Bảo hành cũ,Giá máy cũ,Tên,Giá máy mới,Bảo hành mới,Tiết kiệm,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,Bộ nhớ đệm,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Màn hình,Độ phân giải,Tần số quét,Công nghệ màn hình,Màn hình cảm ứng,Card màn hình,Công nghệ âm thanh,Cổng giao tiếp,Kết nối không dây,Khe đọc thẻ nhớ,Webcam,Tính năng khác,Đèn bàn phím,"Kích thước, trọng lượng",Chất liệu,Thông tin Pin,Hệ điều hành,Thời điểm ra mắt
Bảo hành: 10.5 tháng chính hãng,16.130.000₫,HP 240 G8 i5 1135G7/8GB/512GB/Win10 (3D3H7PA),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB) 512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",14 inch,Full HD (1920 x 1080),60 Hz,"250 nits
Chống chói Anti Glare
Tấm nền IPS
Wled-backlit",,Card tích hợp - Intel Iris Xe Graphics,Stereo speakers,"2 x USB 3.1
HDMI
Jack tai nghe 3.5 mm
LAN (RJ45)
USB Type-C",Bluetooth 4.2 Wi-Fi 802.11 a/b/g/n/ac,SD,HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.426 kg,Vỏ nhựa,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2020
Bảo hành: 12 tháng tại TGDD,15.830.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 20 tháng chính hãng,17.270.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 20.5 tháng chính hãng,17.360.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21 tháng chính hãng,17.450.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21 tháng chính hãng,17.450.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21 tháng chính hãng,17.450.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21.5 tháng chính hãng,17.540.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21.5 tháng chính hãng,17.540.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 21.5 tháng chính hãng,17.540.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 22 tháng chính hãng,17.630.000₫,Lenovo IdeaPad 5 14ITL05 i5 1135G7/16GB/512GB/Win10 (82FE00KRVN),Giá máy mới: 19.990.000₫,Thời gian bảo hành: 2 năm,4.160.000₫ (20%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,16 GB,DDR4 2 khe (8 GB onboard + 8 GB onboard),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,14 inch,Full HD (1920 x 1080),,"Chống chói Anti Glare
Tấm nền IPS
Độ sáng 300 nits",,Card tích hợp - Intel Iris Xe Graphics,Dolby Audio High Definition (HD) Audio,"1 x USB 3.2
1 x USB 3.2 (Always on)
HDMI
Jack tai nghe 3.5 mm
USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",Bluetooth 5.1 Wi-Fi 6 (802.11ax),SD,HD webcam,Bảo mật vân tay Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,44.5 Wh,Windows 10 Home SL,2021
Bảo hành: 3 tháng tại TGDD,15.690.000₫,Dell Inspiron 15 5584 i5 8265U/8GB/2TB/2GB MX130/Win10 (N5I5353W),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i5 Coffee Lake - 8265U,,,1.60 GHz,Turbo Boost 3.9 GHz,,8 GB,DDR4 (2 khe),2666 MHz,32 GB,2 TB Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,15.6 inch,Full HD (1920 x 1080),,"60Hz
Chống chói Anti-Glare
LED Backlight",,"Card rời - NVIDIA Geforce MX130, 2 GB",Waves MaxxAudio,"HDMI 1.4
2 x USB 3.1
LAN (RJ45)
USB 2.0",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 364mm - Rộng Rộng 249 mm - Dày Dày 22.45 mm - Nặng 1.95 kg,Vỏ nhựa,3-cell Li-ion,Windows 10 Home SL,2019
Bảo hành: 3 tháng tại TGDD,15.690.000₫,Dell Inspiron 15 5584 i5 8265U/8GB/2TB/2GB MX130/Win10 (N5I5353W),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 1 năm,,Intel Core i5 Coffee Lake - 8265U,,,1.60 GHz,Turbo Boost 3.9 GHz,,8 GB,DDR4 (2 khe),2666 MHz,32 GB,2 TB Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,15.6 inch,Full HD (1920 x 1080),,"60Hz
Chống chói Anti-Glare
LED Backlight",,"Card rời - NVIDIA Geforce MX130, 2 GB",Waves MaxxAudio,"HDMI 1.4
2 x USB 3.1
LAN (RJ45)
USB 2.0",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 364mm - Rộng Rộng 249 mm - Dày Dày 22.45 mm - Nặng 1.95 kg,Vỏ nhựa,3-cell Li-ion,Windows 10 Home SL,2019
Bảo hành: 7 tháng chính hãng,15.640.000₫,HP 340s G7 i5 1035G1/8GB/512GB/Win10 (36A35PA),Giá máy mới: 18.290.000₫,chính hãng laptop 1 năm,18.290.000₫,Intel Core i5 Ice Lake - 1035G1,4,8,1.00 GHz,Turbo Boost 3.6 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,SSD 512 GB NVMe PCIe Không hỗ trợ khe cắm HDD,14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare Tấm nền IPS,,Card tích hợp - Intel UHD Graphics,Realtek High Definition Audio Loa kép (2 kênh),"HDMI
USB Type-C
2 x USB 3.1
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,SD,HD webcam,Bảo mật vân tay,Không có đèn,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.38 kg,Vỏ nhựa,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2020
Bảo hành: 10.5 tháng chính hãng,16.210.000₫,HP 340s G7 i5 1035G1/8GB/512GB/Win10 (36A35PA),Giá máy mới: 18.290.000₫,chính hãng laptop 1 năm,18.290.000₫,Intel Core i5 Ice Lake - 1035G1,4,8,1.00 GHz,Turbo Boost 3.6 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2666 MHz,32 GB,SSD 512 GB NVMe PCIe Không hỗ trợ khe cắm HDD,14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare Tấm nền IPS,,Card tích hợp - Intel UHD Graphics,Realtek High Definition Audio Loa kép (2 kênh),"HDMI
USB Type-C
2 x USB 3.1
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,SD,HD webcam,Bảo mật vân tay,Không có đèn,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.38 kg,Vỏ nhựa,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2020
Bảo hành: 8.5 tháng chính hãng,15.620.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,chính hãng laptop 1 năm,2.370.000₫ (13%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),60 Hz,"Tấm nền IPS
Chống chói Anti Glare
Wled-backlit",,Card tích hợp - Intel Iris Xe Graphics,Bang & Olufsen audio,"HDMI
2 x USB 3.1
USB Type-C
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,,Không có đèn,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.682 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2021
Bảo hành: 9.5 tháng chính hãng,15.790.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,chính hãng laptop 1 năm,2.370.000₫ (13%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),60 Hz,"Tấm nền IPS
Chống chói Anti Glare
Wled-backlit",,Card tích hợp - Intel Iris Xe Graphics,Bang & Olufsen audio,"HDMI
2 x USB 3.1
USB Type-C
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,,Không có đèn,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.682 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2021
Bảo hành: 10 tháng chính hãng,15.870.000₫,HP Pavilion 15 eg0507TU i5 1135G7/8GB/256GB/Win10 (46M06PA),Giá máy mới: 17.990.000₫,chính hãng laptop 1 năm,2.370.000₫ (13%),Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",15.6 inch,Full HD (1920 x 1080),60 Hz,"Tấm nền IPS
Chống chói Anti Glare
Wled-backlit",,Card tích hợp - Intel Iris Xe Graphics,Bang & Olufsen audio,"HDMI
2 x USB 3.1
USB Type-C
Jack tai nghe 3.5 mm",Bluetooth 5.0 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,,Không có đèn,Dài 360.2 mm - Rộng 234 mm - Dày 17.9 mm - Nặng 1.682 kg,Nắp lưng và chiếu nghỉ tay bằng kim loại,"3-cell Li-ion, 41 Wh",Windows 10 Home SL,2021
Bảo hành: 6 tháng chính hãng,15.600.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 9 tháng chính hãng,16.170.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 9.5 tháng chính hãng,16.260.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 10.5 tháng chính hãng,16.450.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 11 tháng chính hãng,16.550.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 11.5 tháng chính hãng,16.640.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
Bảo hành: 11.5 tháng chính hãng,16.640.000₫,Asus VivoBook S530FN i7 8565U/8GB+16GB/1TB/2GB MX150/Win10 (BQ550T),Máy mới đã ngừng kinh doanh,Thời gian bảo hành: 2 năm,,Intel Core i7 Coffee Lake - 8565U,,,1.80 GHz,Turbo Boost 4.6 GHz,,8 GB,DDR4 (2 khe),2400 MHz,24 GB,HDD 1 TB SATA 3 Intel Optane 16 GB,15.6 inch,Full HD (1920 x 1080),,"60Hz
Tấm nền IPS
Viền màn hình mỏng
LED Backlit",,"Card rời - NVIDIA Geforce MX150, 2 GB",SonicMaster audio,"2 x USB 2.0
USB 3.1
HDMI
USB Type-C",Bluetooth 4.1 Wi-Fi 802.11 a/b/g/n/ac,Micro SD,HD webcam,Bảo mật vân tay,Có,Dài Dài 361.4 mm - Rộng Rộng 243.5 mm - Dày Dày 18 mm - Nặng 1.8 kg,Vỏ kim loại,3-cell Li-ion,Windows 10 Home SL,2018
